0,champion products ch approves stock split champion products inc said its board of directors approved a two for one stock split of its common shares for shareholders of record as of april the company also said its board voted to recommend to shareholders at the annual meeting april an increase in the authorized capital stock from five mln to mln shares reuter 
1,computer terminal systems cpml completes sale computer terminal systems inc said it has completed the sale of shares of its common stock and warrants to acquire an additional one mln shares to sedio n v of lugano switzerland for dlrs the company said the warrants are exercisable for five years at a purchase price of dlrs per share computer terminal said sedio also has the right to buy additional shares and increase its total holdings up to pct of the computer terminal s outstanding common stock under certain circumstances involving change of control at the company the company said if the conditions occur the warrants would be exercisable at a price equal to pct of its common stock s market price at the time not to exceed dlrs per share computer terminal also said it sold the technolgy rights to its dot matrix impact technology including any future improvements to woodco inc of houston tex for dlrs but it said it would continue to be the exclusive worldwide licensee of the technology for woodco the company said the moves were part of its reorganization plan and would help pay current operation costs and ensure product delivery computer terminal makes computer generated labels forms tags and ticket printers and terminals reuter 
0,cobanco inc cbco year net shr cts vs dlrs net vs assets mln vs mln deposits mln vs mln loans mln vs mln note th qtr not available year includes extraordinary gain from tax carry forward of dlrs or five cts per shr reuter 
0,am international inc am nd qtr jan oper shr loss two cts vs profit seven cts oper shr profit vs profit revs mln vs mln avg shrs mln vs mln six mths oper shr profit nil vs profit cts oper net profit vs profit revs mln vs mln avg shrs mln vs mln note per shr calculated after payment of preferred dividends results exclude credits of or four cts and or nine cts for qtr and six mths vs or six cts and or cts for prior periods from operating loss carryforwards reuter 
0,brown forman inc bfd th qtr net shr one dlr vs cts net mln vs mln revs mln vs mln nine mths shr dlrs vs dlrs net mln vs mln revs billion vs mln reuter 
0,dean foods df sees strong th qtr earnings dean foods co expects earnings for the fourth quarter ending may to exceed those of the same year ago period chairman kenneth douglas told analysts in the fiscal fourth quarter the food processor reported earnings of cts a share douglas also said the year s sales should exceed billion dlrs up from billion dlrs the prior year he repeated an earlier projection that third quarter earnings will probably be off slightly from last year s cts a share falling in the range of cts to cts a share douglas said it was too early to project whether the anticipated fourth quarter performance would be enough for us to exceed the prior year s overall earnings of dlrs a share in douglas said dean should experience a pct improvement in our bottom line from effects of the tax reform act alone president howard dean said in fiscal the company will derive benefits of various dairy and frozen vegetable acquisitions from ryan milk to the larsen co dean also said the company will benefit from its acquisition in late december of elgin blenders inc west chicago he said the company is a major shareholder of e b i foods ltd a united kingdom blender and has licensing arrangements in australia canada brazil and japan it provides ann entry to mcdonalds corp mcd we ve been after for years douglas told analysts reuter 
0,brown forman bfdb sets stock split ups payout brown forman inc said its board has approved a three for two stock split and a pct increase in the company cash dividend the company cited its improved earnings outlook and continued strong cash flow as reasons for raising the dividend brown forman said the split of its class a and class b common shares would be effective march the company said directors declared a quarterly cash dividend on each new share of both classes of cts payable april one to holders of record march prior to the split the company had paid cts quarterly brown forman today reported a pct increase in third quarter profits to mln dlrs or dlr a share on a seven pct increase in sales to a record mln dlrs brown forman said nine month profits declined a bit to mln dlrs or dlrs a share from mln dlrs or dlrs a share a year earlier due to a second quarter charge of cts a share for restructuring its beverage operations the company said lower corporate tax rates and the restructuring are expected to substantially improve brown forman s earnings and cash flow in fiscal reuter 
0,esquire radio and electronics inc ee th qtr shr profit cts vs profit four cts annual div cts vs cts prior yr net profit vs profit revs vs mths shr profit cts vs loss cts net profit vs loss revs mln vs note annual dividend payable april to stockholders of record on march reuter 
0,united presidential corp upco th qtr net shr cts vs cts net vs revs mln vs mln year shr dlrs vs dlrs net vs revs mln vs mln note results include adjustment of dlrs or cts shr for year and both periods from improvement in results of its universal life business than first estimated reuter 
0,owens and minor inc obod raises qtly dividend qtly div eights cts vs cts prior pay march record march reuter 
0,computer language research in clri th qtr shr loss cts vs loss cts net loss vs loss revs mln vs mln qtly div three cts vs three cts prior year shr profit two cts vs profit cts net profit vs profit revs mln vs mln note dividend payable april one to shareholders of record march reuter 
0,cinram ltd th qtr net shr cts vs cts net mln vs sales mln vs mln avg shrs vs year shr dlrs vs dlrs net mln vs mln sales mln vs mln avg shrs vs reuter 
0,standard trustco sees better year standard trustco said it expects earnings in to increase at least to pct from the dlrs or dlrs per share recorded in stable interest rates and a growing economy are expected to provide favorable conditions for further growth in president brian o malley told shareholders at the annual meeting standard trustco previously reported assets of billion dlrs in up from billion dlrs in return on common shareholders equity was pct last year up from pct in reuter 
0,handy and harman hnh th qtr loss shr loss cts vs loss three cts net loss vs loss rev mln vs mln months shr loss cts vs profit cts net loss vs profit rev mln vs mln note net loss for th qtr includes charge for restructuring of mln dlrs after tax or cts a share net loss includes after tax special charge of mln dlrs or cts a share reuter 
1,chemlawn chem rises on hopes for higher bids chemlawn corp chem could attract a higher bid than the dlrs per share offered by waste management inc wnx wall street arbitrageurs said shares of chemlawn shot up to in over the counter trading with mln of the company s mln shares changing hands by late afternoon this company could go for times cash flow or dlrs maybe dollars depending on whether there is a competing bidder an arbitrageur said waste management s tender offer announced before the opening today expires march this is totally by surprise said debra strohmaier a chemlawn spokeswoman the company s board held a regularly scheduled meeting today and was discussing the waste management announcement she said a statement was expected but it was not certain when it would be ready she was unable to say if there had been any prior contact between waste management and chemlawn officials i think they will resist it said elliott schlang analyst at prescott ball and turben inc any company that doesn t like a surprise attack would arbitrageurs pointed out it is difficult to resist tender offers for any and all shares for cash schlang said chemlawn could try to find a white knight if does not want to be acquired by waste management analyst rosemarie morbelli of ingalls and snyder said servicemaster companies l p svm or rollins inc rol were examples of companies that could be interested chemlawn with about two mln customers is the largest u s company involved in application of fertilizers pesticides and herbicides on lawns waste management is involved in removal of wastes schlang said chemlawn s customer base could be valuable to another company that wants to capitalize on a strong residential and commercial distribution system both schlang and morbelli noted that high growth rates had catapulted chemlawn s share price into the mid s in but the stock languished as the rate of growth slowed schlang said the company s profits are concentrated in the fourth quarter in chemlawn earned dlrs per share for the full year and dlrs in the fourth quarter morbelli noted chemlawn competes with thousands of individual entrepreuers who offer lawn and garden care sevice reuter 
